zone_id,temperature,wind_speed,pressure,fish_density,risk_level
zone2,29.186202515936767,4.070062664683308,1010.6318978977321,High,SAFE
zone5,27.38090712137202,24.40474737960399,1019.6946449952915,Low,SAFE
zone1,28.652266044484236,19.80362201073319,1004.9983433769721,Low,SAFE
zone4,25.497772847229395,25.524899544171475,1006.6112751473757,Medium,DANGER
zone5,29.848054038413803,22.239141340646615,1012.5695392482946,Medium,DANGER
zone1,27.63019572711402,33.64140429973844,1010.897908909698,Medium,WARNING
zone2,26.95455395896192,21.252245026479073,1011.7531504963678,Medium,SAFE
zone2,30.098018451673777,15.705944588747471,1012.4459356507383,Medium,WARNING
zone1,26.591312618914483,21.22297503032284,1013.1736073428089,Medium,DANGER
zone2,25.18307740727288,25.43298029036388,1015.5484992097811,Medium,DANGER
zone1,24.886741652952193,20.488600703257042,1012.0490932846426,Medium,WARNING
zone5,29.212019902691278,20.405916912038823,1008.7937117269073,High,DANGER
zone5,25.439141295007435,12.980083121932447,1013.3628685060137,High,SAFE
zone1,31.509588363968728,13.37099082449052,1019.499409674476,High,SAFE
zone5,23.836141184232556,5.973947282003065,1009.3368312680872,High,SAFE
zone5,31.392912736580076,37.495767431869396,1005.1273534766468,Low,DANGER
zone5,28.422034934405236,7.561367646087149,1015.5354033464349,High,SAFE
zone3,27.806573776259214,13.070948022040927,1009.398094180232,High,SAFE
zone4,26.9101618263821,12.815927344308026,999.1366522699299,High,SAFE
zone2,28.798272228704143,28.949243769444415,1014.2371083857521,Medium,DANGER
zone3,27.924730595150304,17.050503217079722,1007.3233590702304,Low,WARNING
zone5,30.206603764033044,32.477420726737336,1009.5473335884792,Low,WARNING
zone1,28.22845529732408,13.265093757561315,1011.6599016528451,High,SAFE
zone5,28.300603522923755,22.78994162223802,1010.9524983988954,Medium,WARNING
zone4,27.27277557557229,11.646529467402427,1013.5472590856951,High,SAFE
zone5,27.886108752557867,41.45149127773388,1007.8225681471508,Medium,DANGER
zone1,28.615603537784118,8.124015809704872,1012.5655289908805,High,SAFE
zone4,24.57966321468675,23.098207102270276,1008.7022666120804,Low,SAFE
zone5,25.303629155788574,26.337768809320984,1013.6940524044376,High,DANGER
zone4,29.48652818804543,24.137990974514985,1013.0768374200653,High,WARNING
zone2,28.341730876255884,18.147123411222918,1005.322806489777,Low,WARNING
zone2,27.632033327294643,18.701793002665738,1015.4299105808751,High,SAFE
zone5,28.036867866130788,20.438114719791095,1007.3201827744298,Low,SAFE
zone4,28.695163410723342,18.529979983715116,1014.0402889914058,High,DANGER
zone1,26.920480639381278,29.638791167949098,1011.8364365670067,Medium,SAFE
zone5,26.443390549195374,42.10523001591351,1019.1909183839756,High,DANGER
zone2,28.391690510195364,14.425082149921664,1008.8826700881407,High,SAFE
zone2,26.043254444769936,6.301970204209223,1008.253416019409,High,SAFE
zone5,28.816505511428943,19.11717951648745,1009.9029019705613,Medium,WARNING
zone4,24.59483279152432,45.79709337654319,1008.4841010858286,Medium,DANGER
zone2,30.058311274651288,11.963254320302692,1013.9997095097102,High,SAFE
zone4,28.945194964826086,36.391168054440676,1001.9184469578171,Low,DANGER
zone2,28.51205946862775,36.77700814076441,1004.7315879042683,Medium,DANGER
zone2,29.965381967891027,14.464117582920053,1004.6609853921041,High,SAFE
zone3,31.330948888925153,25.689830791852753,1014.7515379598678,Medium,SAFE
zone2,30.02874013003626,36.283966231285376,1018.5530668629096,High,DANGER
zone1,24.31825153733671,16.208722590125127,1009.4777539073126,High,DANGER
zone5,25.440846066528596,17.964196398976384,1009.1558913840499,High,WARNING
zone5,26.75036284460864,14.183190860513562,1010.3502608155659,High,SAFE
zone4,28.052182100421668,9.852432693071332,1015.809391513041,High,SAFE
zone2,29.035318040938247,13.507224549339929,1005.3632343290471,High,SAFE
zone1,26.548512373693068,7.760597332377435,1011.1918449136739,High,SAFE
zone4,28.373533528954155,20.34083468259226,1014.8759881489121,Low,SAFE
zone3,26.489234135293355,12.300267689413582,1012.5054708496992,High,SAFE
zone4,26.776964394016105,22.337859117907477,1010.9479080829938,Low,DANGER
zone4,25.186677806303557,4.441043537963727,1015.0052304628357,High,SAFE
zone2,26.153533507778192,23.308802322144572,996.4838385350038,Medium,DANGER
zone3,25.29663078876733,28.33528961608925,1013.3893765976545,Low,SAFE
zone4,26.048253494045333,0.06264357428544542,1006.7296215843629,High,SAFE
zone1,30.10728359321568,23.74056569847572,1000.8468355157178,High,SAFE
zone1,26.101202222336113,32.27668992473292,1012.5560129976249,Low,SAFE
zone5,33.26476412967478,7.903589813087946,1016.8682927258147,High,SAFE
zone3,28.98663580176178,36.72572386837703,1009.3127574268616,Medium,DANGER
zone3,28.369672247389747,24.19019009366045,1014.7643727360147,Low,SAFE
zone5,26.283284439637573,12.949881442415911,1018.0613912899432,High,SAFE
zone4,29.40061975881798,19.44230922342294,1016.5745722679202,High,SAFE
zone3,26.848724347524453,25.583269125217225,1018.199822646857,Medium,SAFE
zone1,28.244019629290722,20.760053914124114,1013.7106374553595,Low,WARNING
zone1,33.12016907653759,25.38755992446369,1010.3771681945079,Medium,WARNING
zone2,27.8078802005507,10.793264069206337,1001.9901709405142,High,SAFE
zone3,30.298546652571353,21.69360824036078,1008.7696875593502,High,DANGER
zone4,26.593647149748225,5.8628550309501986,1005.783767023419,High,SAFE
zone5,27.930023019006075,18.887739386512997,1020.8547135874891,High,DANGER
zone5,31.54160127127102,10.960923585352102,1009.1205709378384,High,SAFE
zone4,26.746065884424464,12.644700574102334,1010.6160240339224,High,SAFE
zone2,31.624897115993857,32.36093175210438,1012.7574268802024,Low,SAFE
zone5,29.41550387091095,30.913101205942688,1010.2180122318623,Low,DANGER
zone3,26.875066448211463,26.09138120907177,1018.4752552021538,High,SAFE
zone2,29.264815478111043,9.07687235327421,1006.8867531913278,High,SAFE
zone3,29.94510889925346,16.835915503051982,1010.9730372761862,Low,DANGER
zone1,29.24361992443439,32.130976999791834,1006.2876470715098,High,WARNING
zone2,24.859550560219088,21.417169136399046,1003.3998874438964,High,DANGER
zone5,26.545725648350263,43.19329539981695,1006.9411545454735,High,DANGER
zone2,27.50496272889699,23.93317839394372,1009.814816014758,Low,SAFE
zone2,27.851133141799906,21.920491164900316,1007.8534888774137,High,DANGER
zone2,29.241344195101355,16.908835357974986,1006.5378951006307,Low,DANGER
zone2,28.35540200186651,21.33540904782282,1002.9684126816409,High,DANGER
zone3,25.3293112825798,18.475301636194562,1009.5844721368566,Medium,WARNING
zone1,28.760395702011927,27.081086766885903,1002.4763981298449,High,WARNING
zone4,29.221171490567645,29.56702316794584,1013.800279818448,High,SAFE
zone2,29.11958089586208,12.140105394920505,1010.4121987646726,High,SAFE
zone5,30.161561451109243,6.687670464422219,1002.7122425026754,High,SAFE
zone2,29.66784430909781,1.6379462689670348,1008.4539546147507,High,SAFE
zone5,28.918360158456874,25.079913269125438,1006.2392179720471,Medium,DANGER
zone3,27.859668577082704,8.966333938261265,1011.5958725520959,High,SAFE
zone5,24.678078132968018,-1.5289059295248286,1016.7022522301157,High,SAFE
zone4,28.85923643826517,23.88578604530964,1000.6241376517713,Medium,DANGER
zone1,28.41537537432622,44.92999517432791,1010.5751303957371,Low,DANGER
zone5,28.54315767439075,19.939290884601068,1009.1993360221668,High,SAFE
zone5,25.44650284835938,28.38490774451642,1013.3567003822524,Low,SAFE
zone1,25.837886919183475,20.81829358547565,1011.0659831411884,Low,SAFE
zone4,30.106305706665808,19.011103468088574,1006.2401533413059,Medium,DANGER
zone2,27.92088969228669,29.190764829877686,1008.4047303216669,Medium,SAFE
zone5,29.36300139474525,17.097254558113487,1006.0198707159825,Low,SAFE
zone1,28.05663675226092,22.67392314071903,1015.380035692993,High,SAFE
zone3,28.05951227899149,23.216978061960138,1010.1065582433597,Low,DANGER
zone1,29.876567611951995,13.319095463569512,1019.505953428765,High,SAFE
zone3,26.967910543565253,29.920423495365227,1009.6966959309269,High,SAFE
zone4,28.192241553881967,18.250402433045913,1006.4579661654477,Medium,WARNING
zone2,27.075449422589916,12.442548405071552,1002.4314280369358,High,SAFE
zone1,27.13100754513537,25.365098435704034,1000.9843016187202,High,DANGER
zone5,27.38165575306272,11.015320182089628,1002.0793202849726,High,SAFE
zone4,28.444267543267426,20.281811573691282,1011.3356332550575,Medium,DANGER
zone1,27.042502756673045,19.908810033557966,1012.5436251161497,High,WARNING
zone5,30.511512251147042,30.85895565831578,1002.0940464898393,High,SAFE
zone1,26.210785395560993,24.74698232879953,1014.4751915703806,Medium,DANGER
zone3,27.626256711677282,19.749730412548562,1007.5846947415828,Low,DANGER
zone1,27.12053788345165,28.177662992002872,1010.7339650599278,Medium,WARNING
zone1,30.893955768707464,33.90207549017313,1018.0611031412772,Medium,WARNING
zone1,28.393109553023148,25.578103063518622,1014.4841965793277,High,DANGER
